customerid,age,tenure,usage_frequency,support_calls,payment_delay,total_spend,last_interaction,gender_Male,subscription_type_Premium,subscription_type_Standard,contract_length_Monthly,contract_length_Quarterly
51918,25,43,18,10,22,870,8,True,True,False,False,False
12601,54,13,28,8,3,869,19,True,False,False,False,False
3189,19,43,23,10,3,745,20,False,False,True,False,False
2256,28,49,11,1,12,360,16,False,False,True,False,True
859,54,17,9,6,0,182,14,False,False,True,False,True
63351,26,44,1,9,25,814,19,False,False,True,True,False
34782,25,54,29,8,13,869,11,True,True,False,False,False
54972,53,17,5,7,8,148,18,True,True,False,True,False
53929,47,31,18,9,19,925,19,False,True,False,True,False
5406,50,52,9,1,13,181,8,True,False,True,False,True
24008,34,58,21,3,7,421,13,True,False,False,False,True
61214,38,2,1,10,1,609,22,False,False,True,False,False
44885,48,18,9,1,18,437,27,False,False,False,False,False
42422,35,35,21,0,18,155,12,False,False,True,True,False
43067,52,17,19,7,25,588,19,False,False,True,True,False
25869,18,22,21,1,27,397,2,False,True,False,False,False
13326,50,29,17,9,28,808,2,True,False,True,True,False
5027,49,23,11,0,14,277,24,True,False,True,False,True
12049,25,12,22,0,22,371,10,False,False,True,False,True
60535,56,32,7,5,22,311,29,False,False,False,True,False
56426,49,46,21,9,24,720,27,False,True,False,False,False
29051,50,27,3,3,28,966,20,False,False,True,True,False
28092,27,51,15,4,16,349,10,False,True,False,False,False
6544,35,13,8,4,20,337,3,False,False,True,False,False
52744,43,43,15,6,17,974,19,True,False,True,False,False
8446,56,36,9,2,29,184,29,False,True,False,False,True
61656,28,29,14,5,26,234,14,True,False,False,False,False
6785,53,5,8,1,23,424,21,False,False,False,True,False
56884,54,17,3,6,12,216,25,False,False,False,False,False
16469,26,43,9,0,20,862,17,True,False,False,False,True
52949,28,11,20,4,29,611,23,False,False,False,True,False
30520,52,1,24,5,14,650,14,True,False,False,True,False
35319,25,39,19,7,25,653,25,True,True,False,False,False
62739,47,27,26,6,17,221,15,False,False,True,True,False
49699,64,31,16,10,30,408,9,True,False,False,False,False
2006,43,30,1,0,28,617,11,True,True,False,False,False
8830,32,57,29,8,26,945,19,True,False,True,False,True
28580,24,22,26,10,23,215,13,True,True,False,True,False
5847,36,19,9,4,27,837,29,True,True,False,True,False
38031,35,24,14,8,27,340,30,True,False,True,False,True
3958,23,18,12,6,15,831,4,True,False,False,False,False
61494,59,53,4,5,9,747,25,False,True,False,True,False
29500,34,50,12,5,16,706,30,False,True,False,True,False
27083,21,58,5,8,19,456,22,True,True,False,False,False
13204,49,6,26,4,2,765,27,False,True,False,True,False
28906,34,18,23,3,30,782,5,True,True,False,True,False
40985,32,6,18,0,26,174,1,True,True,False,True,False
15365,47,24,28,7,28,583,4,False,False,False,False,False
50533,31,48,19,5,16,655,19,False,True,False,False,False
63446,40,58,26,7,26,137,14,True,False,True,False,True
38417,43,8,16,2,1,615,23,True,True,False,False,True
62613,24,18,24,1,26,595,20,False,True,False,True,False
58430,60,52,29,6,17,691,27,True,False,False,False,False
30594,52,59,24,3,3,806,26,True,False,False,False,True
29032,25,48,2,4,2,935,28,True,False,True,False,True
14623,42,3,1,10,11,598,29,True,False,False,True,False
40380,44,23,27,6,4,818,30,False,False,False,True,False
49724,63,36,30,10,26,357,16,False,False,True,False,True
49507,51,25,10,7,24,983,6,False,False,False,False,False
3590,52,10,10,4,7,961,14,True,False,False,False,False
28837,51,46,29,7,8,807,16,True,False,True,False,False
50773,53,25,1,6,23,890,6,True,False,True,False,False
43137,22,8,22,2,7,515,7,False,True,False,False,True
27158,40,37,22,0,1,933,5,True,False,False,False,False
7019,35,9,25,7,6,903,8,True,False,True,False,True
49672,31,30,20,1,23,499,21,False,False,False,False,True
46326,25,59,16,4,29,372,22,False,False,True,True,False
11966,57,40,4,8,9,621,2,False,True,False,False,False
26234,47,57,15,9,30,784,26,False,False,True,True,False
62101,62,46,8,6,18,642,21,False,False,True,False,True
51925,34,20,11,3,25,221,10,False,False,True,False,True
10950,61,7,13,2,6,190,13,False,True,False,False,True
28979,56,32,15,7,9,205,28,False,True,False,False,True
15188,50,9,15,10,0,585,17,True,False,False,False,True
35425,47,6,8,4,30,945,29,True,True,False,False,True
32125,25,49,15,5,8,302,25,False,True,False,False,True
1750,44,51,25,6,17,849,13,False,False,True,False,True
25346,32,13,3,10,14,533,11,True,True,False,True,False
41499,56,52,24,0,13,398,22,True,False,True,True,False
42627,63,10,14,5,16,665,2,True,False,False,False,False
11706,50,48,30,0,12,607,18,False,False,False,False,False
4345,54,26,27,2,24,349,4,True,True,False,False,False
49980,50,6,9,6,26,550,30,False,True,False,True,False
15808,44,24,6,5,25,363,21,True,False,False,False,True
10636,34,3,28,7,11,272,28,True,False,True,False,False
54964,60,5,15,6,23,484,10,False,False,False,False,False
52528,38,37,12,1,24,660,28,False,False,False,True,False
19171,18,53,25,0,17,332,13,False,False,False,False,True
39354,44,52,8,7,14,893,1,True,False,True,False,True
61550,34,41,16,7,19,749,4,True,False,False,False,True
48063,53,31,9,9,19,110,20,True,False,True,False,True
8165,42,34,8,8,7,892,1,True,False,True,True,False
9610,34,24,20,9,26,775,3,False,False,True,True,False
50561,35,31,19,9,27,883,15,True,True,False,False,True
20185,34,31,12,9,24,120,8,False,True,False,True,False
4148,33,9,21,2,6,692,24,True,True,False,False,False
9028,50,27,9,2,12,400,10,False,True,False,False,True
750,25,16,24,4,27,788,10,False,False,True,True,False
3880,29,31,9,10,8,906,26,True,False,True,False,True
60045,23,36,15,7,30,636,21,False,False,True,False,True
28886,58,58,14,3,3,753,25,True,False,False,True,False
56575,20,60,17,7,29,690,3,False,False,False,False,True
36107,27,52,25,3,30,790,21,False,True,False,False,False
43545,35,15,29,4,2,873,29,False,False,False,False,True
4338,25,11,20,4,1,734,29,False,False,False,False,False
50670,22,56,10,1,22,677,15,False,False,False,True,False
59812,63,50,18,5,27,479,20,False,True,False,False,True
10969,26,48,10,6,3,384,7,False,True,False,False,False
23425,52,13,29,3,30,743,29,True,False,True,False,True
39725,24,8,23,10,16,459,13,False,False,False,True,False
27585,24,7,1,5,27,352,20,True,False,False,True,False
58676,50,51,17,10,27,767,1,True,False,False,True,False
40864,29,42,17,3,18,202,7,False,True,False,True,False
11655,37,33,28,8,26,270,19,False,True,False,False,True
4578,21,30,24,10,26,918,4,True,False,True,False,False
59156,39,1,1,8,30,401,23,True,False,False,True,False
15396,20,12,21,8,26,520,22,False,True,False,True,False
41622,34,31,18,3,16,631,13,False,False,True,False,True
56839,54,24,24,6,16,532,10,False,True,False,False,True
28069,47,12,11,1,17,846,11,True,False,True,False,True
44237,55,27,7,6,1,906,5,False,False,False,False,True
63878,33,6,11,10,22,512,21,False,False,True,True,False
36768,43,32,29,8,18,587,17,True,True,False,False,True
33154,47,45,21,1,12,248,11,True,False,False,True,False
40113,42,25,14,3,21,200,26,False,True,False,False,False
41323,52,54,20,4,20,105,30,True,True,False,True,False
44044,23,10,18,0,16,909,27,False,False,False,True,False
36601,50,36,9,3,20,392,11,False,False,False,False,False
56156,57,32,6,9,20,558,28,False,True,False,False,False
24906,29,16,9,1,21,699,1,True,False,True,True,False
14758,46,46,18,6,16,193,3,False,True,False,False,False
10836,26,39,27,9,16,851,8,False,False,False,False,True
61949,55,41,6,6,16,475,10,True,True,False,False,True
16322,36,1,23,10,7,287,5,False,False,False,False,True
37255,65,19,22,1,15,194,29,False,True,False,False,True
18005,53,4,21,8,13,551,10,False,False,False,False,False
27191,40,11,19,6,16,714,5,True,True,False,False,False
39161,23,2,3,0,18,250,23,True,True,False,True,False
58179,31,46,6,8,21,156,19,True,False,False,False,True
60187,63,36,3,10,28,668,14,True,False,True,False,False
61806,62,7,14,6,23,767,6,False,False,False,True,False
55147,61,16,3,8,30,950,24,False,False,False,True,False
51961,22,1,30,5,26,339,11,False,True,False,True,False
33506,62,54,2,5,22,724,19,False,True,False,True,False
62416,38,32,30,8,19,536,19,True,False,True,False,False
16223,20,10,21,3,30,618,21,False,False,True,True,False
25199,59,44,20,6,27,421,7,False,False,False,False,True
64199,31,33,20,6,21,789,9,False,True,False,True,False
4913,56,10,14,2,18,288,9,True,False,True,False,False
38752,23,8,19,10,28,517,18,True,False,True,False,True
25408,62,52,3,8,4,704,10,False,True,False,False,False
23826,62,16,30,3,24,273,16,True,False,False,False,True
61177,65,43,19,4,28,170,2,False,False,False,True,False
25765,43,8,9,9,25,240,11,True,True,False,True,False
23136,40,2,22,9,11,508,2,False,True,False,False,False
9176,43,10,20,2,18,341,9,True,True,False,False,False
19485,18,51,27,1,3,987,22,False,False,True,False,True
54754,61,57,19,4,27,587,26,False,True,False,True,False
52999,58,49,4,10,20,608,25,False,False,False,False,False
53920,49,29,10,9,20,499,25,True,True,False,False,False
44571,43,54,1,10,17,170,12,True,True,False,True,False
5418,35,23,10,10,9,758,10,False,False,False,False,True
25221,28,51,10,6,27,164,26,False,False,True,False,False
9984,58,37,14,10,18,646,10,False,False,False,False,False
58503,24,30,19,5,23,995,21,True,False,True,False,False
26367,47,10,20,3,10,797,28,False,True,False,True,False
52587,48,2,2,0,3,228,15,True,False,True,False,False
43114,58,57,25,2,25,623,7,True,True,False,True,False
49362,51,49,1,6,26,166,26,False,False,True,False,True
38778,45,50,29,1,3,312,15,False,True,False,True,False
22700,56,26,3,2,3,169,30,False,True,False,True,False
27249,53,14,4,7,14,181,6,False,False,False,False,True
33651,32,49,27,9,5,238,8,True,True,False,True,False
10835,38,26,21,7,4,627,5,False,False,False,False,False
23792,27,28,20,0,7,924,5,True,False,False,False,True
27087,37,58,16,4,20,542,12,True,True,False,False,False
50193,64,49,6,0,28,714,4,False,False,True,True,False
40837,59,34,28,4,11,425,12,True,False,True,False,True
39162,27,33,10,3,30,985,14,False,True,False,True,False
8117,31,12,30,5,27,562,6,False,False,True,False,False
45891,23,27,29,9,23,775,30,False,True,False,False,True
14187,31,9,3,7,14,598,8,True,False,True,True,False
41606,46,56,26,2,9,423,26,True,False,True,False,True
40291,54,3,10,0,5,862,16,True,False,False,False,False
40997,45,4,9,5,11,929,29,True,True,False,True,False
11604,41,14,10,0,26,910,13,False,False,True,False,True
8235,20,6,22,0,27,946,28,False,False,True,True,False
41123,62,58,9,6,17,933,13,True,False,True,False,False
63204,30,30,27,7,16,108,29,False,True,False,True,False
48245,50,37,26,5,27,151,20,False,True,False,False,True
54610,41,25,10,2,21,519,14,False,False,False,True,False
12506,38,29,21,9,18,679,15,False,True,False,True,False
62653,38,30,1,6,23,559,20,False,True,False,False,True
4886,43,15,17,4,17,463,23,False,False,True,False,True
41632,42,28,16,6,9,878,24,True,True,False,False,True
12013,55,53,16,6,29,824,30,False,False,True,True,False
29641,33,45,26,0,10,559,2,True,False,True,True,False
6064,32,59,25,4,2,159,30,False,True,False,False,True
45534,30,3,20,5,28,491,11,True,False,True,True,False
36497,58,32,13,6,26,406,9,True,True,False,True,False
48408,25,30,16,9,21,677,20,False,False,False,False,True
2299,57,36,25,5,17,806,11,True,False,False,False,True
10599,59,11,1,0,30,532,10,True,True,False,False,True
18052,56,55,12,2,3,137,21,False,False,False,False,False
18571,21,23,26,3,1,171,25,True,False,True,True,False
3003,27,40,20,0,4,750,15,True,False,False,True,False
45491,49,2,14,10,13,702,20,True,True,False,False,True
63394,41,28,10,5,16,233,8,False,True,False,True,False
11005,64,18,18,5,14,411,2,True,True,False,True,False
53341,43,31,24,9,26,321,13,False,True,False,True,False
28345,24,23,18,5,18,334,3,True,False,True,False,True
63134,59,5,19,5,23,283,6,False,False,False,False,True
1086,30,20,22,2,3,422,5,False,False,False,False,True
4042,24,50,24,4,14,452,17,True,False,True,True,False
19497,62,1,11,3,10,432,12,False,True,False,False,True
23667,19,43,16,5,28,933,8,False,False,False,False,False
41322,24,22,10,6,2,371,5,False,True,False,False,False
47197,50,31,30,7,30,468,7,False,True,False,False,False
36549,54,17,7,9,21,192,24,False,False,True,True,False
40403,27,18,14,6,3,596,10,False,False,False,False,True
36476,56,5,2,9,23,232,18,True,False,False,False,True
36054,30,54,23,4,18,569,26,True,False,False,True,False
61840,61,37,7,3,29,273,28,False,False,True,True,False
33402,29,1,28,4,30,874,21,True,True,False,False,False
23190,64,3,28,10,15,593,11,False,True,False,True,False
63326,46,44,12,8,20,614,17,True,True,False,False,True
16119,65,19,7,1,25,946,26,True,True,False,False,False
47598,31,52,11,10,24,260,22,False,True,False,True,False
44665,60,9,21,10,16,265,14,False,False,False,False,True
57230,50,42,17,2,23,282,11,False,True,False,False,False
22144,58,38,8,2,9,265,8,False,True,False,True,False
8487,44,20,20,4,11,689,20,True,True,False,False,False
61600,57,37,26,2,28,261,12,False,True,False,True,False
33405,49,54,23,5,3,659,24,True,True,False,False,False
59618,63,56,25,2,29,406,16,False,False,False,False,True
2540,20,27,10,5,3,778,12,False,False,True,True,False
25902,46,38,28,0,11,761,9,True,False,False,False,True
35213,24,15,12,5,21,740,8,False,True,False,False,True
38796,41,12,18,1,21,316,3,True,True,False,True,False
13436,27,55,26,6,23,163,20,True,False,True,False,True
5421,20,52,10,2,21,949,22,False,False,False,False,False
31874,56,12,14,5,17,801,1,False,False,False,False,False
6792,61,35,14,4,27,663,30,True,False,False,False,True
61356,62,38,20,4,22,259,12,False,False,False,False,True
8106,33,60,19,6,26,565,12,True,False,True,True,False
47872,30,52,29,9,26,660,6,True,False,False,False,False
64374,52,45,15,9,25,696,22,False,False,True,True,False
14130,47,52,30,4,11,131,24,True,False,False,True,False
44353,40,27,6,2,27,744,8,True,True,False,False,False
28300,37,1,11,8,24,998,12,False,False,True,True,False
19223,28,32,11,9,16,305,21,False,True,False,True,False
62984,23,50,3,1,27,251,6,False,False,True,False,True
7522,52,45,20,6,11,971,19,True,True,False,True,False
5124,20,40,10,2,29,849,22,True,True,False,True,False
32743,33,16,25,4,17,407,26,True,False,True,False,True
63073,25,31,5,6,24,948,14,False,False,True,False,False
24724,18,59,27,1,19,654,7,False,True,False,False,False
38119,49,19,12,10,11,299,2,True,False,False,False,False
22058,45,1,16,4,19,777,29,False,False,False,True,False
3383,54,7,28,4,9,967,20,False,True,False,False,True
31219,64,59,1,1,5,370,19,True,False,False,False,True
48188,35,36,6,4,26,104,16,False,False,False,True,False
34721,54,28,1,2,20,260,14,False,False,False,False,False
54066,29,32,4,1,25,151,14,False,False,True,True,False
5828,55,15,7,9,5,690,18,False,False,True,False,False
54257,60,56,15,9,19,227,9,True,False,False,False,True
62972,29,38,5,8,23,702,8,True,False,True,False,True
4232,59,47,14,3,24,767,7,False,False,True,False,False
11144,30,11,27,3,2,120,15,False,True,False,True,False
26933,31,20,22,1,19,569,19,False,False,True,False,True
26155,37,53,23,0,17,759,11,True,False,False,False,False
41814,24,16,8,4,10,202,26,False,False,False,False,False
12195,61,37,29,4,12,894,28,True,True,False,True,False
41649,40,16,5,3,23,697,3,False,False,False,True,False
62324,64,38,27,7,20,693,20,True,False,True,False,False
55782,65,31,24,10,24,331,8,False,False,True,False,True
8242,41,28,16,5,10,507,11,True,False,False,True,False
11362,29,56,23,5,8,684,24,True,True,False,True,False
16124,25,16,21,9,4,561,17,False,True,False,True,False
43460,65,20,8,3,8,176,25,False,True,False,True,False
32187,62,24,2,2,8,696,23,False,False,True,False,False
301,36,38,14,4,7,863,7,True,False,False,False,False
2785,19,51,25,2,27,366,24,False,True,False,False,False
57173,50,5,2,6,28,130,26,False,False,False,False,False
27046,37,51,17,8,20,192,25,True,False,True,False,False
3117,53,29,18,0,22,940,21,True,False,True,False,True
3571,21,19,26,5,16,526,30,False,False,False,False,False
45482,32,26,25,9,12,465,5,True,False,True,False,False
63161,34,36,7,10,30,846,27,False,True,False,False,False
45595,30,60,20,3,2,975,21,True,False,True,False,False
14762,30,38,22,9,11,728,14,True,False,False,False,True
22703,47,31,15,2,4,893,23,True,True,False,True,False
57808,60,31,20,6,25,794,28,True,False,True,False,True
36071,65,18,16,9,16,577,10,True,True,False,False,False
60607,59,14,1,10,15,992,27,True,False,True,True,False
5241,51,51,29,3,26,640,3,False,False,False,False,False
56511,60,30,3,5,19,980,17,True,False,False,False,False
26735,27,54,21,4,22,209,20,True,True,False,False,True
58587,35,35,13,6,25,159,16,False,False,True,True,False
15114,33,25,15,2,1,313,24,False,False,True,True,False
27400,52,42,1,10,29,268,15,True,True,False,True,False
37847,43,48,23,1,28,760,7,False,False,False,True,False
35618,31,20,12,10,10,668,19,True,False,True,True,False
7824,20,38,27,0,24,387,15,True,False,True,False,False
13638,20,27,1,7,8,105,30,False,False,True,False,True
8139,33,58,27,1,14,467,26,True,False,True,False,True
60000,37,28,24,4,21,815,22,False,False,True,True,False
14388,41,49,18,0,3,246,29,True,False,True,False,True
49012,22,57,22,10,20,186,27,True,True,False,False,True
37391,21,41,1,5,7,418,27,False,True,False,True,False
46354,33,39,4,10,16,823,25,False,False,False,True,False
61203,22,55,3,6,18,286,18,False,True,False,True,False
18663,58,9,17,5,24,698,26,False,False,True,True,False
51198,29,27,21,10,29,982,3,False,True,False,False,False
28895,64,30,28,7,7,830,17,True,True,False,False,False
28424,42,56,1,1,28,320,17,False,True,False,False,True
27806,33,4,11,10,23,720,28,False,True,False,False,True
